,serviceid,providerid,timestamp,microcell,latitude,longitude,speed,throughput,bandwidth,coverage,reliability,security,latency,currect_microcell
9520,140298,P1003989,2023-08-21,M111,-33.88391217035607,150.92970127242728,4.0,3.82,4.18,4.94,4.88,4.41,4.12,M111
9521,140301,P1002147,2020-01-01,M110,-33.828972923308115,151.2163312332427,5.0,5.0,4.0,5.0,5.0,5.0,4.0,M110
9522,140302,P1006875,2023-03-22,M117,-33.94207,151.22432,4.82,4.74,4.67,4.85,4.85,4.79,4.62,M117
9523,140307,P1000033,2023-07-17,M104,-33.864532,151.207611,4.46,4.57,4.35,4.74,4.87,4.78,4.52,M104
9524,140309,P1000412,2023-02-18,M103,-33.82763,151.08623,4.89,4.94,4.77,4.91,4.96,4.94,4.81,M103
9525,140314,P1000016,2022-11-25,M130,-33.8513269,151.0609753,4.2,4.8,3.6,4.8,4.8,4.8,4.6,M130
9526,140316,P1000073,2023-08-12,M104,-33.864532,151.207611,4.32,4.29,3.97,4.68,4.61,4.71,4.29,M104
9527,140318,P1000016,2023-02-22,M130,-33.8513269,151.0609753,3.25,4.0,3.75,4.5,4.25,4.5,3.25,M130
9528,140326,P1003641,2023-07-19,M104,-33.864532,151.207611,5.0,5.0,4.96,4.96,4.96,5.0,4.92,M104
9529,140330,P1001537,2023-08-21,M104,-33.864532,151.207611,4.85,4.96,4.81,4.98,4.96,4.81,4.85,M104
9530,140335,P1010138,2020-03-02,M128,-33.78071975708008,151.11386108398438,4.67,5.0,4.67,5.0,5.0,5.0,4.67,M128
9531,140345,P1007581,2020-03-14,M128,-33.78071975708008,151.11386108398438,4.25,4.0,5.0,5.0,4.25,5.0,4.5,M128
9532,140356,P1000085,2023-06-02,M128,-33.78071975708008,151.11386108398438,4.95,4.92,4.97,4.95,4.95,4.92,4.84,M128
9533,140358,P1005478,2021-02-06,M136,-33.86999,151.08825,4.17,4.5,3.5,5.0,5.0,4.67,4.33,M136
9534,140360,P1000073,2023-08-20,M104,-33.864532,151.207611,4.3,4.43,4.05,4.82,4.59,4.74,4.31,M104
9535,140362,P1002814,2020-03-09,M102,-33.89055,151.27523,5.0,5.0,4.75,5.0,5.0,5.0,5.0,M102
9536,140368,P1000002,2023-07-17,M105,-33.79585,151.28527,4.56,4.76,4.31,4.85,4.67,4.85,4.56,M105
9537,140371,P1000690,2023-08-31,M129,-33.9279519,151.1552776,4.74,4.82,4.53,4.71,4.94,4.62,4.65,M129
9538,140376,P1004412,2023-08-25,M137,-33.88098835077109,151.16864655312318,4.5,4.64,4.05,4.88,4.86,4.86,4.64,M137
9539,140389,P1002553,2023-07-26,M118,-33.716291,151.1083268,4.18,4.47,4.18,4.59,4.47,4.71,4.06,M118
9540,140393,P1002240,2023-08-30,M104,-33.864532,151.207611,4.77,4.84,4.72,4.89,4.9,4.93,4.72,M104
9541,140397,P1009678,2020-02-29,M104,-33.864532,151.207611,4.8,5.0,4.2,4.6,4.4,5.0,4.8,M104
9542,140399,P1006608,2020-03-29,M109,-33.92552,151.25489,4.2,4.4,3.4,4.2,4.8,4.6,4.2,M109
9543,140406,P1006608,2020-03-10,M109,-33.92552,151.25489,3.75,3.75,3.75,4.75,4.5,4.25,3.75,M109
9544,140407,P1006608,2020-02-17,M109,-33.92552,151.25489,3.5,3.5,4.0,4.0,3.5,5.0,4.0,M109
9545,140411,P1006608,2020-03-15,M109,-33.92552,151.25489,4.0,4.0,4.0,3.75,4.5,4.5,4.0,M109
9546,140416,P1009678,2020-02-15,M104,-33.864532,151.207611,4.0,5.0,5.0,3.0,5.0,5.0,5.0,M104
9547,140417,P1006608,2020-03-31,M109,-33.92552,151.25489,4.33,4.67,4.33,5.0,5.0,5.0,5.0,M109
9548,140418,P1006608,2020-02-29,M109,-33.92552,151.25489,4.67,4.67,4.33,4.33,4.67,5.0,5.0,M109
9549,140420,P1004412,2023-06-23,M104,-33.864532,151.207611,4.93,4.93,4.79,5.0,4.93,5.0,4.79,M104
9550,140422,P1008855,2020-02-26,M115,-33.75122,151.25772,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M115
9551,140423,P1006608,2020-03-09,M109,-33.92552,151.25489,2.0,3.0,1.0,3.0,4.0,3.0,4.0,M109
9552,140425,P1006608,2020-03-09,M109,-33.92552,151.25489,5.0,5.0,3.0,5.0,5.0,5.0,5.0,M109
9553,140427,P1006608,2020-03-12,M109,-33.92552,151.25489,3.0,5.0,5.0,3.5,3.0,5.0,3.5,M109
9554,140428,P1006608,2020-03-15,M128,-33.78071975708008,151.11386108398438,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M128
9555,140430,P1006608,2020-02-10,M109,-33.92552,151.25489,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M109
9556,140444,P1003641,2023-08-28,M104,-33.864532,151.207611,4.96,5.0,5.0,4.93,5.0,5.0,4.96,M104
9557,140447,P1006608,2020-03-08,M109,-33.92552,151.25489,4.33,4.67,4.0,4.33,5.0,5.0,4.33,M109
9558,140448,P1009678,2020-03-14,M109,-33.92552,151.25489,4.33,4.67,3.67,5.0,3.67,4.67,4.0,M109
9559,140476,P1007434,2023-07-15,M128,-33.78071975708008,151.11386108398438,4.5,4.63,4.63,4.88,4.88,4.88,4.5,M128
9560,140479,P1003230,2023-04-20,M125,-33.80662,151.15517,3.71,3.79,3.38,4.71,4.67,4.5,3.92,M125
9561,140488,P1007371,2020-02-28,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
9562,140490,P1006608,2020-03-09,M109,-33.92552,151.25489,5.0,4.0,4.0,5.0,4.0,4.0,4.0,M109
9563,140492,P1000351,2023-08-24,M109,-33.92552,151.25489,4.43,4.55,4.45,4.74,4.93,4.83,4.31,M109
9564,140494,P1000841,2023-07-11,M102,-33.89055,151.27523,4.87,4.93,4.8,4.87,4.89,4.98,4.8,M102
9565,140498,P1000501,2023-04-02,M102,-33.89055,151.27523,4.89,4.67,4.78,5.0,5.0,5.0,4.67,M102
9566,140503,P1013016,2023-08-06,M135,-33.87585,151.10469,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M135
9567,140506,P1006608,2020-03-31,M109,-33.92552,151.25489,3.67,3.67,2.67,4.67,4.33,3.33,3.67,M109
9568,140507,P1006608,2020-04-08,M109,-33.92552,151.25489,3.33,4.33,3.67,4.67,4.0,4.67,4.0,M109
9569,140511,P1004003,2023-06-11,M108,-33.649899388892656,151.2796016585502,4.57,4.78,4.49,4.62,4.84,4.9,4.46,M108
9570,140514,P1006608,2020-04-14,M109,-33.92552,151.25489,2.0,3.0,2.0,5.0,2.0,3.0,4.0,M109
9571,140515,P1003947,2023-07-20,M104,-33.864532,151.207611,4.74,4.8,4.77,4.8,4.94,4.91,4.63,M104
9572,140517,P1000469,2022-12-13,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
9573,140518,P1006608,2020-03-25,M109,-33.92552,151.25489,4.0,4.0,4.5,4.5,4.0,5.0,4.0,M109
9574,140519,P1006608,2020-03-16,M109,-33.92552,151.25489,3.0,4.0,3.0,4.0,5.0,5.0,4.0,M109
9575,140523,P1006608,2020-03-15,M128,-33.78071975708008,151.11386108398438,3.0,4.5,3.0,3.5,3.5,3.5,3.5,M128
9576,140524,P1003641,2023-08-29,M104,-33.864532,151.207611,5.0,5.0,4.96,4.96,4.96,5.0,4.88,M104
9577,140529,P1009678,2020-02-21,M104,-33.864532,151.207611,4.0,5.0,5.0,5.0,4.0,5.0,5.0,M104
9578,140530,P1009678,2020-03-16,M104,-33.864532,151.207611,3.67,4.33,3.67,4.0,4.0,5.0,4.0,M104
9579,140535,P1009678,2020-03-07,M104,-33.864532,151.207611,2.0,3.0,3.0,4.0,1.0,4.0,2.0,M104
9580,140536,P1006608,2020-03-07,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
9581,140542,P1000076,2023-07-29,M109,-33.92552,151.25489,4.67,4.67,5.0,5.0,4.33,4.67,4.67,M109
9582,140544,P1009678,2020-02-24,M104,-33.864532,151.207611,5.0,4.0,4.0,5.0,5.0,4.0,5.0,M104
9583,140545,P1000351,2020-04-05,M104,-33.864532,151.207611,4.0,5.0,5.0,5.0,5.0,5.0,4.0,M104
9584,140546,P1000002,2023-06-11,M105,-33.79585,151.28527,4.4,4.49,4.42,4.4,4.3,4.93,4.21,M105
9585,140547,P1006608,2020-03-21,M109,-33.92552,151.25489,2.0,3.0,4.0,1.0,3.0,3.0,2.0,M109
9586,140550,P1006608,2020-02-21,M109,-33.92552,151.25489,4.0,5.0,2.0,5.0,5.0,5.0,5.0,M109
9587,140555,P1000076,2023-03-13,M119,-33.88101,151.22511,5.0,4.92,5.0,5.0,5.0,5.0,5.0,M119
9588,140561,P1000024,2023-07-10,M104,-33.864532,151.207611,4.89,4.78,4.67,5.0,5.0,5.0,4.67,M104
9589,140563,P1000434,2023-08-21,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
9590,140564,P1008711,2020-07-09,M131,-33.8388,151.23511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,M131
9591,140571,P1000129,2023-01-16,M108,-33.649899388892656,151.2796016585502,4.67,5.0,5.0,5.0,5.0,5.0,4.67,M108
9592,140572,P1005961,2021-03-19,M127,-33.8909571,151.1195413,4.63,4.73,4.53,4.7,4.8,4.83,4.75,M127
9593,140577,P1000003,2023-04-26,M128,-33.78071975708008,151.11386108398438,4.0,5.0,3.0,4.0,4.0,3.0,5.0,M128
9594,140581,P1002553,2023-08-02,M135,-33.87585,151.10469,4.51,4.54,4.37,4.7,4.63,4.83,4.48,M135
9595,140585,P1000198,2023-08-07,M119,-33.88101,151.22511,4.51,4.67,4.7,4.78,4.72,4.74,4.31,M119
9596,140586,P1006883,2020-04-04,M128,-33.78071975708008,151.11386108398438,5.0,5.0,5.0,5.0,5.0,4.0,5.0,M128
9597,140604,P1008691,2023-08-13,M136,-33.86999,151.08825,4.3,4.3,4.26,4.33,4.52,4.44,4.44,M136
9598,140607,P1000719,2023-04-06,M130,-33.8513269,151.0609753,4.89,4.89,4.78,4.89,4.89,4.78,4.56,M130
9599,140612,P1000719,2023-05-29,M130,-33.8513269,151.0609753,4.64,4.73,4.64,4.82,4.91,4.64,4.36,M130
9600,140616,P1002038,2023-08-31,M109,-33.92552,151.25489,4.73,4.8,4.66,4.94,4.9,4.83,4.73,M109
9601,140621,P1000033,2023-07-23,M104,-33.864532,151.207611,4.22,4.33,3.96,4.72,4.67,4.72,4.24,M104
9602,140626,P1003573,2023-09-02,M102,-33.89055,151.27523,4.79,4.85,4.66,4.84,4.86,4.97,4.71,M102
9603,140634,P1003302,2023-08-27,M104,-33.864532,151.207611,4.85,4.89,4.78,4.82,4.83,4.85,4.68,M104
9604,140636,P1004342,2023-08-30,M104,-33.864532,151.207611,5.0,4.5,5.0,4.5,5.0,4.5,5.0,M104
9605,140637,P1001026,2023-03-30,M129,-33.9279519,151.1552776,4.6,4.8,4.4,4.9,5.0,4.5,4.5,M129
9606,140639,P1002784,2022-01-14,M104,-33.864532,151.207611,4.71,4.76,4.47,4.71,4.94,4.71,4.82,M104
9607,140644,P1000033,2023-07-30,M119,-33.88101,151.22511,4.67,4.73,4.62,4.8,4.8,4.9,4.7,M119
9608,140646,P1000002,2023-07-16,M137,-33.88098835077109,151.16864655312318,4.85,4.93,4.8,4.83,4.78,4.94,4.67,M137
9609,140647,P1008554,2020-06-23,M128,-33.78071975708008,151.11386108398438,4.14,4.86,4.57,4.43,4.14,4.57,4.29,M128
9610,140652,P1000690,2023-08-31,M104,-33.864532,151.207611,4.63,4.74,4.49,4.88,4.85,4.82,4.65,M104
9611,140653,P1001134,2023-07-20,M114,-33.91571,151.17268,4.75,4.75,4.82,4.94,4.93,4.72,4.68,M114
9612,140655,P1000690,2023-08-09,M104,-33.864532,151.207611,4.67,4.72,4.64,4.87,4.81,4.76,4.61,M104
9613,140658,P1000690,2023-08-21,M104,-33.864532,151.207611,4.71,4.75,4.7,4.96,4.8,4.77,4.49,M104
9614,140659,P1001134,2023-09-03,M114,-33.91571,151.17268,4.87,4.87,4.9,4.92,4.98,4.78,4.86,M114
9615,140660,P1000076,2021-08-20,M136,-33.86999,151.08825,5.0,5.0,5.0,4.0,5.0,5.0,5.0,M136
9616,140662,P1000690,2023-04-06,M104,-33.864532,151.207611,4.71,4.73,4.73,4.84,4.92,4.78,4.53,M104
9617,140663,P1000690,2023-04-16,M104,-33.864532,151.207611,4.57,4.68,4.57,4.93,4.84,4.75,4.39,M104
9618,140665,P1001343,2023-01-07,M117,-33.94207,151.22432,3.0,3.75,2.75,3.75,3.75,3.75,3.25,M117
9619,140666,P1001343,2023-03-10,M117,-33.94207,151.22432,3.85,3.85,3.62,4.46,4.0,4.0,3.38,M117
9620,140667,P1001343,2023-06-21,M117,-33.94207,151.22432,4.29,4.37,4.13,4.71,4.42,4.37,4.18,M117
9621,140668,P1000690,2023-07-23,M104,-33.864532,151.207611,4.75,4.76,4.77,4.86,4.88,4.85,4.62,M104
9622,140671,P1000380,2023-07-10,M127,-33.8909571,151.1195413,4.57,3.86,4.29,4.64,4.57,4.64,4.64,M127
9623,140680,P1002270,2023-09-03,M104,-33.864532,151.207611,4.95,4.97,4.97,5.0,5.0,4.96,4.89,M104
9624,140686,P1000073,2022-02-10,M104,-33.864532,151.207611,4.0,4.0,4.0,4.0,4.5,5.0,4.0,M104
9625,140693,P1001221,2023-08-17,M104,-33.864532,151.207611,4.38,4.47,4.26,4.74,4.47,4.65,4.47,M104
9626,140696,P1003641,2023-09-03,M104,-33.864532,151.207611,5.0,4.98,4.93,4.93,5.0,5.0,4.93,M104
9627,140701,P1000055,2023-06-12,M102,-33.89055,151.27523,4.85,4.77,4.69,4.77,4.62,5.0,4.69,M102
9628,140708,P1000690,2023-08-17,M129,-33.9279519,151.1552776,4.51,4.59,4.45,4.71,4.78,4.61,4.43,M129
9629,140716,P1000076,2023-06-25,M119,-33.88101,151.22511,5.0,5.0,4.88,4.75,5.0,5.0,5.0,M119
9630,140722,P1000288,2023-08-07,M104,-33.864532,151.207611,4.66,4.85,4.65,4.87,4.96,4.95,4.68,M104
9631,140728,P1001753,2023-08-21,M130,-33.8513269,151.0609753,4.6,4.78,4.76,4.42,4.58,4.78,4.6,M130
9632,140733,P1008554,2020-07-21,M128,-33.78071975708008,151.11386108398438,5.0,5.0,4.8,4.8,5.0,5.0,5.0,M128
9633,140735,P1000424,2023-08-24,M110,-33.828972923308115,151.2163312332427,4.8,4.77,4.73,4.81,4.89,4.96,4.65,M110
9634,140737,P1000424,2023-07-26,M110,-33.828972923308115,151.2163312332427,4.69,4.78,4.67,4.84,4.92,4.96,4.5,M110
9635,140743,P1000062,2023-02-16,M108,-33.649899388892656,151.2796016585502,4.76,4.76,4.6,4.9,4.81,4.98,4.48,M108
9636,140744,P1000017,2023-05-01,M102,-33.89055,151.27523,4.56,4.58,4.56,4.72,4.67,4.93,4.56,M102
9637,140769,P1008554,2021-06-19,M117,-33.94207,151.22432,4.52,4.67,4.29,4.86,4.67,4.76,4.57,M117
9638,140772,P1000545,2023-05-12,M135,-33.87585,151.10469,4.69,4.54,4.59,4.85,4.95,4.77,4.36,M135
9639,140775,P1000545,2023-07-01,M135,-33.87585,151.10469,4.49,4.43,4.51,4.83,4.79,4.62,4.36,M135
9640,140776,P1000073,2023-08-09,M104,-33.864532,151.207611,4.42,4.59,4.29,4.76,4.52,4.79,4.53,M104
9641,140778,P1000545,2023-08-14,M135,-33.87585,151.10469,4.64,4.82,4.8,4.87,4.8,4.8,4.58,M135
9642,140781,P1000073,2021-05-01,M104,-33.864532,151.207611,4.0,4.0,4.5,5.0,5.0,5.0,4.5,M104
9643,140782,P1000545,2023-07-30,M135,-33.87585,151.10469,4.67,4.72,4.69,4.83,4.81,4.67,4.56,M135
9644,140786,P1000545,2023-08-24,M135,-33.87585,151.10469,4.61,4.56,4.67,4.78,4.83,4.69,4.42,M135
9645,140789,P1000288,2023-08-20,M127,-33.8909571,151.1195413,4.79,4.87,4.76,5.0,4.94,4.84,4.7,M127
9646,140795,P1000633,2023-08-04,M104,-33.864532,151.207611,4.9,5.0,4.75,4.9,4.95,4.9,4.7,M104
9647,140796,P1000633,2023-07-29,M104,-33.864532,151.207611,4.49,4.78,4.44,4.58,4.64,4.84,4.31,M104
9648,140799,P1001026,2023-06-12,M129,-33.9279519,151.1552776,4.0,4.0,4.0,4.5,5.0,3.5,3.0,M129
9649,140800,P1001026,2023-01-27,M129,-33.9279519,151.1552776,4.38,4.54,4.46,4.69,4.85,4.85,4.46,M129
9650,140801,P1001026,2023-07-29,M129,-33.9279519,151.1552776,4.64,4.68,4.5,4.77,4.73,4.59,4.64,M129
9651,140806,P1000055,2023-07-14,M104,-33.864532,151.207611,4.79,5.0,4.86,4.43,4.57,4.86,4.79,M104
9652,140807,P1004347,2023-08-22,M102,-33.89055,151.27523,4.83,4.81,4.76,4.91,4.94,4.96,4.7,M102
9653,140810,P1001806,2023-08-21,M110,-33.828972923308115,151.2163312332427,4.56,4.72,4.62,4.64,4.62,4.74,4.56,M110
9654,140814,P1001806,2023-08-11,M110,-33.828972923308115,151.2163312332427,4.58,4.72,4.5,4.71,4.74,4.75,4.55,M110
9655,140820,P1001806,2023-08-23,M110,-33.828972923308115,151.2163312332427,4.43,4.51,4.34,4.63,4.4,4.69,4.37,M110
9656,140826,P1000638,2023-08-23,M110,-33.828972923308115,151.2163312332427,4.8,4.86,4.83,4.81,4.88,5.0,4.74,M110
9657,140828,P1000288,2023-08-19,M119,-33.88101,151.22511,4.8,4.75,4.63,4.91,4.89,4.99,4.64,M119
9658,140831,P1000638,2023-08-24,M110,-33.828972923308115,151.2163312332427,4.75,4.83,4.65,4.88,4.88,5.0,4.62,M110
9659,140834,P1000718,2023-09-02,M114,-33.91571,151.17268,4.84,4.84,4.95,4.98,4.95,4.96,4.73,M114
9660,140838,P1000076,2023-05-29,M109,-33.92552,151.25489,4.12,4.47,3.82,4.53,4.35,4.88,4.12,M109
9661,140842,P1000545,2023-08-21,M135,-33.87585,151.10469,4.84,4.84,4.77,4.95,4.98,4.88,4.79,M135
9662,140843,P1000545,2023-05-07,M135,-33.87585,151.10469,4.63,4.72,4.79,4.84,4.85,4.72,4.53,M135
9663,140845,P1000895,2023-07-23,M104,-33.864532,151.207611,4.9,4.89,4.94,4.95,4.99,4.93,4.71,M104
9664,140847,P1000545,2023-07-28,M135,-33.87585,151.10469,4.51,4.71,4.57,4.76,4.76,4.67,4.28,M135
9665,140848,P1000055,2020-12-20,M109,-33.92552,151.25489,5.0,4.0,5.0,4.0,5.0,5.0,5.0,M109
9666,140849,P1000076,2023-01-08,M125,-33.80662,151.15517,4.0,4.0,4.0,5.0,4.5,4.0,2.5,M125
9667,140850,P1000564,2023-08-13,M115,-33.75122,151.25772,4.87,4.8,4.63,4.9,4.98,4.88,4.78,M115
9668,140852,P1000735,2023-08-31,M109,-33.92552,151.25489,4.73,4.56,4.6,4.81,4.83,4.9,4.42,M109
9669,140864,P1000633,2023-04-22,M104,-33.864532,151.207611,4.59,4.7,4.59,4.81,4.93,4.81,4.44,M104
9670,140867,P1000895,2023-08-18,M104,-33.864532,151.207611,4.83,4.87,4.93,4.9,4.97,4.9,4.71,M104
9671,140869,P1000545,2023-08-20,M135,-33.87585,151.10469,4.63,4.67,4.77,4.77,4.72,4.74,4.48,M135
9672,140870,P1000002,2023-08-25,M104,-33.864532,151.207611,4.35,4.65,4.51,4.57,4.22,4.78,4.39,M104
9673,140872,P1000998,2023-07-19,M113,-33.8017879,151.1765299,4.66,4.78,4.71,4.56,4.8,4.93,4.73,M113
9674,140875,P1001865,2023-07-31,M102,-33.89055,151.27523,4.97,4.97,4.94,4.77,4.94,4.94,4.74,M102
9675,140877,P1002553,2023-07-27,M118,-33.716291,151.1083268,4.23,4.36,4.05,4.55,4.5,4.45,4.18,M118
9676,140882,P1002553,2023-08-21,M118,-33.716291,151.1083268,4.66,4.72,4.62,4.69,4.72,4.83,4.59,M118
9677,140884,P1005637,2023-08-27,M118,-33.716291,151.1083268,4.88,4.93,4.73,4.99,4.88,4.99,4.83,M118
9678,140899,P1000351,2023-08-30,M110,-33.828972923308115,151.2163312332427,4.89,4.86,4.75,4.92,4.94,5.0,4.75,M110
9679,140905,P1001026,2023-07-18,M129,-33.9279519,151.1552776,4.24,4.65,4.59,4.82,4.82,4.76,4.53,M129
9680,140906,P1000198,2023-08-28,M104,-33.864532,151.207611,4.58,4.8,4.52,4.57,4.74,4.95,4.54,M104
9681,140907,P1000351,2023-08-24,M110,-33.828972923308115,151.2163312332427,4.92,4.92,4.85,4.85,4.91,4.99,4.81,M110
9682,140909,P1000351,2023-08-26,M110,-33.828972923308115,151.2163312332427,4.87,4.85,4.65,4.87,4.92,4.99,4.73,M110
9683,140914,P1000033,2023-08-16,M104,-33.864532,151.207611,4.41,4.58,4.4,4.3,4.66,4.8,4.51,M104
9684,140915,P1000129,2020-12-05,M108,-33.649899388892656,151.2796016585502,4.5,5.0,4.5,5.0,4.5,5.0,4.0,M108
9685,140918,P1000690,2023-08-27,M104,-33.864532,151.207611,4.76,4.7,4.75,4.93,4.79,4.79,4.52,M104
9686,140920,P1000690,2023-08-13,M104,-33.864532,151.207611,4.91,4.88,4.82,4.97,4.94,4.9,4.68,M104
9687,140923,P1000382,2023-08-03,M104,-33.864532,151.207611,4.92,4.93,4.86,4.89,4.95,4.95,4.87,M104
9688,140927,P1000033,2023-07-22,M104,-33.864532,151.207611,4.8,4.96,4.81,4.66,4.86,4.92,4.75,M104
9689,140932,P1000055,2023-07-26,M109,-33.92552,151.25489,4.85,4.85,4.8,4.6,4.9,4.8,4.7,M109
9690,140933,P1000055,2023-05-16,M109,-33.92552,151.25489,5.0,4.75,4.75,4.75,5.0,5.0,4.25,M109
9691,140934,P1000523,2023-04-14,M102,-33.89055,151.27523,4.31,4.55,4.45,4.58,4.37,4.82,4.43,M102
9692,140939,P1000055,2023-07-25,M104,-33.864532,151.207611,5.0,5.0,4.8,5.0,5.0,5.0,4.8,M104
9693,140947,P1001806,2023-04-15,M117,-33.94207,151.22432,4.85,4.85,4.77,4.69,4.62,4.92,4.92,M117
9694,140951,P1000198,2022-03-27,M114,-33.91571,151.17268,4.8,4.95,4.85,4.15,4.55,4.9,4.6,M114
9695,140953,P1000196,2020-12-09,M113,-33.8017879,151.1765299,4.33,4.33,4.33,5.0,4.67,4.67,4.33,M113
9696,140954,P1000193,2023-08-27,M104,-33.864532,151.207611,4.8,4.76,4.44,4.76,4.92,4.76,4.56,M104
9697,140957,P1000002,2022-09-07,M116,-33.79716,151.06479,3.83,4.0,3.94,4.17,4.06,4.56,3.67,M116
9698,140959,P1000464,2020-12-11,M130,-33.8513269,151.0609753,2.5,3.0,3.0,3.0,3.0,3.0,3.0,M130
9699,140963,P1000155,2023-06-04,M104,-33.864532,151.207611,4.8,4.8,4.8,4.8,5.0,5.0,5.0,M104
9700,140971,P1000690,2022-05-05,M104,-33.864532,151.207611,4.67,4.71,4.64,4.9,4.81,4.57,4.45,M104
9701,140975,P1000090,2023-08-20,M105,-33.79585,151.28527,4.81,4.88,4.65,4.97,4.94,4.93,4.68,M105
9702,140986,P1000801,2023-08-15,M114,-33.91571,151.17268,4.78,4.79,4.6,4.88,4.91,4.97,4.78,M114
9703,140987,P1000545,2023-04-12,M135,-33.87585,151.10469,4.54,4.67,4.67,4.79,4.88,4.88,4.5,M135
9704,140988,P1000732,2023-06-18,M103,-33.82763,151.08623,4.39,4.5,4.39,4.83,4.67,4.89,4.28,M103
9705,140991,P1000074,2023-07-01,M113,-33.8017879,151.1765299,3.92,4.33,3.92,3.25,3.5,4.58,4.0,M113
9706,140994,P1000129,2023-08-13,M108,-33.649899388892656,151.2796016585502,4.41,4.46,4.54,4.79,4.65,4.67,4.23,M108
9707,140998,P1004172,2023-07-31,M104,-33.864532,151.207611,4.65,4.77,4.46,4.88,4.88,4.88,4.5,M104
9708,141001,P1002553,2023-06-26,M118,-33.716291,151.1083268,4.6,4.68,4.48,4.64,4.64,4.68,4.4,M118
9709,141002,P1000351,2023-08-15,M110,-33.828972923308115,151.2163312332427,4.61,4.63,4.59,4.78,4.87,4.83,4.57,M110
9710,141003,P1000073,2023-08-10,M104,-33.864532,151.207611,4.37,4.49,4.17,4.65,4.6,4.76,4.54,M104
9711,141004,P1000076,2023-08-03,M104,-33.864532,151.207611,4.6,4.53,4.8,4.13,4.47,4.87,4.4,M104
9712,141005,P1000690,2023-08-06,M104,-33.864532,151.207611,4.86,4.86,4.79,4.97,4.95,4.83,4.62,M104
9713,141006,P1000599,2023-08-12,M105,-33.79585,151.28527,5.0,5.0,5.0,5.0,5.0,4.9,4.62,M105
9714,141011,P1000076,2023-06-12,M102,-33.89055,151.27523,4.62,4.56,4.41,4.74,4.65,4.97,4.44,M102
9715,141012,P1000016,2023-08-26,M130,-33.8513269,151.0609753,4.55,4.64,4.5,4.41,4.91,4.82,4.49,M130
9716,141013,P1000599,2023-08-20,M105,-33.79585,151.28527,5.0,4.98,4.93,4.98,5.0,4.95,4.85,M105
9717,141020,P1000198,2023-08-21,M110,-33.828972923308115,151.2163312332427,4.53,4.53,4.31,4.8,4.74,4.79,4.49,M110
9718,141021,P1000469,2023-08-10,M114,-33.91571,151.17268,4.83,4.83,4.83,5.0,4.83,4.83,4.83,M114
9719,141033,P1001806,2023-08-05,M117,-33.94207,151.22432,4.46,4.53,4.54,4.56,4.58,4.75,4.49,M117
9720,141036,P1008141,2021-05-02,M109,-33.92552,151.25489,4.5,4.0,4.0,5.0,5.0,5.0,4.0,M109
9721,141037,P1000382,2023-08-24,M104,-33.864532,151.207611,4.88,4.98,4.84,4.88,4.86,4.98,4.8,M104
9722,141040,P1000975,2023-08-28,M104,-33.864532,151.207611,4.87,4.85,4.8,4.84,4.92,4.96,4.66,M104
9723,141043,P1000747,2023-08-22,M104,-33.864532,151.207611,4.25,4.25,4.25,3.75,4.0,4.75,3.75,M104
9724,141044,P1004865,2023-08-13,M102,-33.89055,151.27523,4.84,4.84,4.84,4.96,4.96,5.0,4.56,M102
9725,141046,P1000288,2023-07-08,M127,-33.8909571,151.1195413,4.52,4.67,4.37,4.89,4.89,4.85,4.52,M127
9726,141047,P1000016,2023-06-19,M130,-33.8513269,151.0609753,4.71,4.89,4.54,4.54,5.0,4.96,4.71,M130
9727,141049,P1000718,2023-08-29,M114,-33.91571,151.17268,4.79,4.88,4.89,4.97,4.92,4.96,4.73,M114
9728,141051,P1000016,2023-02-18,M125,-33.80662,151.15517,4.18,4.91,4.73,5.0,5.0,4.82,4.45,M125
9729,141055,P1000633,2023-07-12,M102,-33.89055,151.27523,4.66,4.61,4.58,4.73,4.82,4.68,4.39,M102
9730,141058,P1000060,2023-08-31,M118,-33.716291,151.1083268,4.25,4.3,4.1,4.5,4.4,4.45,4.15,M118
9731,141059,P1000424,2023-08-15,M110,-33.828972923308115,151.2163312332427,4.82,4.9,4.81,4.87,4.9,4.93,4.74,M110
9732,141065,P1002967,2023-08-28,M110,-33.828972923308115,151.2163312332427,4.8,4.82,4.82,4.94,4.96,4.9,4.76,M110
9733,141067,P1000167,2022-08-29,M130,-33.8513269,151.0609753,4.86,5.0,5.0,4.86,5.0,4.86,5.0,M130
9734,141069,P1002071,2023-06-18,M104,-33.864532,151.207611,4.9,5.0,4.9,5.0,4.8,5.0,4.8,M104
9735,141070,P1004822,2023-07-11,M113,-33.8017879,151.1765299,4.67,4.74,4.51,4.46,4.74,4.82,4.59,M113
9736,141072,P1000464,2020-11-07,M128,-33.78071975708008,151.11386108398438,4.0,5.0,4.0,4.0,5.0,5.0,5.0,M128
